Bangladesh,Florence Das,Strengthening Political Landscape (SPL). Consensus Building with Political Parties,"USAID/Bangladesh intends to implement a 5-year activity to invest in today's leaders, networks and institutions which will be critical in making democracy in Bangladesh more responsive to the needs of the country, more transparent and more inclusive in the future. The Strengthening Political Landscape (SPL) program will support activities that aim to enable political parties to be more inclusive in their internal processes; and to provide political party activists and politically active citizens with the skills to engage constructively to mitigate conflict. The SPL program will be geared towards a future generation of leaders who, when opportunity arises, will be able to respond to requirements of a functional democracy, shaping the political culture that is based on inclusive, responsible and tolerant political practices. The direct beneficiary of the activity is going to be the political parties and politically active citizens of Bangladesh.","Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2016-11-30,2016-07-13,5 years,RFA-388-16-000008,Combination of Changes,,,,,,,,,,,,
Bangladesh,Tariq Bin Azam,Climate Resilience Innovation and Enterprise in Bangladesh activity (GCC-BAA),"This Broad Agency Announcement (BAA) seeks opportunities to co-create, co-design, co-invest, and collaborate in the development of a grant-making challenge fund mechanism focused in the area of climate resilience innovation and enterprise in Bangladesh. The focus of this BAA is to call for Expressions of Interest (EOIs), select a small group of collaborators who will come to Dhaka to develop a concept note, and pending further review/approval, co-design a grant-making mechanism that aims to fund innovative approaches and enterprising solutions that improve the well being of marginalized and vulnerable poor, including women and girls, and their resilience to the risks posed by climate change and extreme weather events (e.g., floods and drought).",Environment and Global Climate Change,,$10M - $24.99M,N/A,Broad Agency Announcement (BAA),N/A,2017,2017-03-01,2016-08-01,,TBD,Combination of Changes,,,,,,,,,,,,
Bangladesh,Florence Das,Together for Rights and Empowerment (TRE),Possible IRs: 1. Communities are better equipped to respond to violence against women and children (VAWC) 2. Government responsiveness to support VAWC survivors enhanced 3. Increased support services for VAWC survivors 4. Strengthen advocacy for legislative framework to prevent VAWC,"Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2017-02-01,2016-08-01,5 years,TBD,Combination of Changes,,,,,,,,,,,,
Bangladesh,Ildiko Huhn,Promoting Oversight and Democratic Space (PODS),"USAID will support the new Promoting Oversight and Democratic Space (PODS) in Bangladesh activity. In the absence of meaningful political opposition and a strong parliamentary oversight, USAID will encourage active citizenship to enhance democratic space. USAID will also enhance citizens? understanding and ability to express the principles and practice of democracy and good governance by supporting advance civic education programs and creating a network of active citizens with the ability to assess, analyze and promote good governance, accountability and human rights. USAID will increase effective advocacy for protection of democratic space and citizens? rights by supporting research and advocacy campaign, tools and platforms and will enhance non-partisan civil society partnership with government and political actors for protection of democratic space.","Democracy, Human Rights, and Governance",,$4M - $9.99M,N/A,To Be Determined (TBD),N/A,2017,2017-03-01,2016-10-01,5 years,TBD,,,,,,,,,,,,,
Bangladesh,Tariq Bin Azam,NGO Health Service Delivery Activity (NHSDP) Next Iteration,"This flagship health project will be USAID?s major investment in direct service provision under the new health sector program. The contractor is expected to work with a nationwide network of approximately 400 clinics to delivery an essential package of health services, ensuring that the poor and under-served have access to health care. This package of health services, as defined by the Government of Bangladesh, includes family planning and reproductive health counseling and services; antenatal and pregnancy services, skilled delivery, child health services, nutrition services and tuberculosis treatment services. The Contractor will be expected to develop a robust community engagement interventions, including behavior change communication and outreach, to encourage the population to obtain preventive health services and seek timely and appropriate health services. The contractor will also support the network of clinics to ensure that the health service delivery is of high quality and all required standards are met. In support of the Government of Bangladesh's goal to obtain Universal Health Coverage by 2035, the contractor will support the network of clinics to accept health insurance payment for services rendered, and ensure that the network has in place quality improvement systems, skilled human resources and information systems.",Global Health,,$50M - $74.99M,N/A,Contract,N/A,2017,2017-06-30,2016-12-31,5 years,TBD,,,,,,,,,,,,,
Bangladesh,Tariq Bin Azam,Feed-the-Future Nutrition Activity,"This new activity will improve household dietary diversity and reduce childhood stunting. It will layer its interventions within a broad array of Feed the Future and Food for Peace agriculture activities, building on and scaling up previously successful nutrition pilot activities.",Agriculture and Food Security,,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2017-08-01,2017-03-01,5 years,TBD,Combination of Changes,,,,,,,,,,,,
Barbados,Claudia Molina,Local Solution/Local Capacity Development Activity (LS4LC),"Seeking opportunities to co-create, co-design, co-invest, and collaborate in the development, piloting, testing, and scaling of innovative, practical and cost-effective interventions that support USAID efforts to implement projects to: (1) reduce youth involvement in crime and violence; (2) reduce risks and adapt to the impacts of global climate change; and (3) achieve epidemic control of HIV/AIDS throughout the region, which are outlined in the USAID/ESC Regional Development Cooperation Strategy 2015-2019 (RDCS).",Management,,$10M - $24.99M,N/A,Broad Agency Announcement (BAA),TBD,2016,2016-11-14,2016-08-01,5 years,,Combination of Changes,,,,,,,,,,,,
Barbados,Claudia Molina,Monitoring & Evaluation/PMP,"Technical and advisory services to assist the USAID Mission in the Eastern and Southern Caribbean (USAID/ESC) in monitoring, evaluation, learning, and reporting of results during the implementation of its Regional Development Cooperation Strategy (RDCS).",Management,,$4M - $9.99M,PPL IDIQ Holder,Task Order/Delivery Order (TO/DO),Total set-aside,2016,2016-09-12,2016-08-01,5 years,,Combination of Changes,,,,,,,,,,,,
Benin,Lucrece Boko,Private sector service delivery bilateral,"This new activity is designed to improve the coverage of quality, high impact health services delivered through private for-profit and non-profit health facilities nationwide in order to contribute to the goal of ending preventable deaths among vulnerable populations in Benin.",Global Health,622110,$4M - $9.99M,N/A,Contract,N/A,2016,2017-01-25,2016-08-15,5 years,TBD,Change in Award Type,,,,,,,,,,,,
Bosnia/Herzegovina,Lidija Kranjec,Harnessing Bosnia and Herzegovina (BiH) Diaspora for Economic Development,The goal of the activity is to unlock the economic potential of BiH Diaspora and increase its contribution to the economic development.,Economic Growth and Trade,541990,$4M - $9.99M,N/A,Contract,Total set-aside,2017,2017-03-31,2016-08-16,5 years,SOL-168-16-000001,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Bosnia/Herzegovina,Sanela Pasanovic,SME Activity,"Small and Medium Enterprise (SME) activity will focus on public and private sector with the goal to increase jobs and sales/export in Bosnia and Herzegovina (BiH). The public component will assist BiH government and public sector counterparts to implement international norms, practices and rules in the areas of trade and export facilitation to meet EU and international requirements and implement market based policies and practices that support private sector growth. The private sector component will assist selected private sectors to adopt EU and international standards and expand their market access.",Economic Growth and Trade,541990,$4M - $9.99M,N/A,Contract,N/A,2017,2017-08-30,2016-11-30,5 years,,,,,,,,,,,,,,
Bosnia/Herzegovina,TBD,Sustainable Development Activity,"The goal of the activity is to introduce sustainable development principles in the economic sectors, while reducing emissions and improving living conditions in urban areas.",Economic Growth and Trade,,$4M - $9.99M,N/A,Contract,N/A,2017,2017-09-15,2017-04-30,5 years,,,,,,,,,,,,,,
Brazil,Cecilia Yanez,Monitoring and Evaluation,Monitoring and Evaluation Activity,Environment and Global Climate Change,541990,$1M - $3.99M,,Task Order/Delivery Order (TO/DO),N/A,2015,2015-05-15,2015-01-15,5 years,,Cancellation,,,,,,,,,,,,
Cambodia,Oleg Polozov,New FTF Activity: Feed the Future Cambodia Horticulture Program,Improve food security and nutrition through market-based horticulture value chain,Agriculture and Food Security,541990,$10M - $24.99M,N/A,Contract,N/A,2017,2017-01-16,2016-06-10,5 years,SOL-442-16-000006,Combination of Changes,,,,,,,,,,,,
Cambodia,Honey Sokry,Cambodia Education Project,"New EGR Education Program - TO under ""Assistance to Basic Education: All Children Reading (ABE-ACR)"" IDIQ. The purpose of Early Grade Reading (EGR) Activity is to improve early grade reading skills of children in grades one to three in Cambodia. The activity purpose will be reached by achieving three Expected Results, which are: (1) improved early grade reading instruction; (2) increased parental, caregiver, and community support for reading, and (3) strengthened country and sub-national policies and oversight for early grade reading delivery. The Contractor will assist the Ministry of Education, Youth and Sports (MoEYS) and its Development Partners to create and implement rigorous, standardized approaches to improve Early Grade Reading (EGR) teaching and learning that make use of best practices and innovations and can be taken to scale in Cambodia.",Education,,$4M - $9.99M,N/A,Task Order/Delivery Order (TO/DO),TBD,2016,2016-09-26,2016-07-20,5 years,,Combination of Changes,,,,,,,,,,,,
Cambodia,Oleg Polozov,Prey Lang Landscape,"Building on previous experiences and work from other USAID and donor investments this activity will focus on improving the overall management of the Prey Lang and Cardamoms Landscapes. Activities will target the sub-national level but will also include strategic investments at the national level with various ministries and institutions. This comprehensive activity will focus on biodiversity conservation, strengthening the governance and polices related to the two landscapes, and increase sustainable economic growth within each landscape as well as into the extended landscape area toward the lake.",Agriculture and Food Security,,$10M - $24.99M,N/A,Contract,N/A,2017,2017-06-15,2016-10-31,5 years,,Combination of Changes,,,,,,,,,,,,
Cambodia,Oleg Polozov,Climate Service (TBD),Improved the dissemination of weather and climate information to specific users or the public to support better decision-making under present and future climate conditions. Improved the supply of information; considerable attention will be paid to the demand side in terms of capacity to request and use information.,Environment and Global Climate Change,,$4M - $9.99M,N/A,Cooperative Agreement,N/A,2017,2017-03-01,2016-11-15,5 years,,Change in Award Date,,,,,,,,,,,,
Cambodia,Prak Sokun Mealea,Decentralization Program,Anti-corruption activity to support decentralization and media,"Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2017-09-01,2016-11-30,4 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Cambodia,Oleg Polozov,Eastern Plains Landscape,"The Eastern Plains activities will continue to build on U.S. investments and lessons learned from previous activities. Activities will focus on the improved management of Eastern Plains with a range of appropriate activities taking place at the sub-national level along with strategic investments at the national level with various ministries and institutions. This comprehensive activity will focus on biodiversity conservation, strengthening the governance and polices related to the Eastern Plains, and increase sustainable economic growth at the sub-national level. The economic benefits of protecting the Eastern Plains will be raised to a national level.",Agriculture and Food Security,,$4M - $9.99M,N/A,To Be Determined (TBD),N/A,2017,2017-10-16,2017-01-31,5 years,,Change in Award Title,,,,,,,,,,,,
Cambodia,Oleg Polozov,FTF Population Based Survey (PBS),This activity will collect and analyze Population-Based Level data at FTF zone to inform progress of FTF program's outcomes.,Agriculture and Food Security,,"$500,000 - $999,999",N/A,To Be Determined (TBD),N/A,2017,2017-06-01,2017-03-15,4-6 months,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Central Asia,Natalia Portnyagina,The Feed the Future Tajikistan Land Market Development Activity,Feed the Future Tajikistan Land Market Development will be accrued under the Strengthening Tenure And Land Resource Rights (STARR) IDIQ.,Agriculture and Food Security,541990,$4M - $9.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2017,2016-11-30,2016-06-15,4 years,TBD,Change in Award Title,,,,,,,,,,,,
Central Asia,Olessya Oliyarnik,Power the Future,Power the Future is a five-year project to support Central Asia?s global climate change efforts in large scale renewable energy development and scientific information and analysis for climate adaptation.,Environment and Global Climate Change,541990,$10M - $24.99M,N/A,Contract,N/A,2017,2017-06-30,2016-11-15,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Colombia,Miguel Atuesta,Programa de Alianzas Comerciales de USAID - USAID Producers to Market Alliance Program,"The purpose of this activity is to improve the competitiveness of rural producers to respond to new and expanding market opportunities. The initiatives designed under this activity are market-led and focus on meeting the expectations of end markets, to ensure sustainability and increased profitability for rural producers and other actors in the selected value chains. The Producers to Market Alliance (PMA) Activity will help close business deals between producers and buyers to increase incomes of small farmers, including women heads of household and members of minority ethnic groups in rural municipalities that are important to achieving a sustainable and inclusive peace in Colombia.",Economic Growth and Trade,541990,$50M - $74.99M,N/A,Contract,N/A,2016,2016-12-13,2016-05-27,5 years,SOL-514-16-000013,Combination of Changes,,,,,,,,,,,,
Colombia,Paula Cubillos,Programa de Inclusión para la Paz - Inclusion for Peace Program,"Through this activity, USAID?s Office of Vulnerable Populations (OVP) seeks to support the efforts of an organization to foster social and economic inclusion of Afro-Colombian and Indigenous communities that have been severely affected by conflict, with a special emphasis within that community on people with disabilities, LGTBI population, and women victims of gender-based violence.",Working in Crises and Conflict,541990,$50M - $74.99M,N/A,Cooperative Agreement,N/A,2016,2016-11-29,2016-05-31,5 years,RFA-514-16-000005,Combination of Changes,,,,,,,,,,,,
Colombia,William Fothergill,Programa de Justicia para una Paz Sostenible - Justice for a Sustainable Peace Program,"This program will assist Colombian governmental and civil society partners in strengthening an effective and responsive justice system, addressing the critical justice needs of victims of the armed conflict, and increasing citizen support for the rule of law in targeted conflict-affected regions of Colombia.","Democracy, Human Rights, and Governance",541990,$25M - $49.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2016,2017-01-12,2016-07-22,4 years,TBD,,,,,,,,,,,,,
Colombia,Nubia Farfan,Programa Riqueza Natural de USAID - USAID Natural Wealth Program,The purpose of this Activity is to support the Government of Colombia (GOC) in its commitments on conservation and sustainable management of the country?s biodiversity.,Environment and Global Climate Change,541620,$25M - $49.99M,N/A,Contract,N/A,2017,2017-02-28,2016-08-15,5 years,,Combination of Changes,,,,,,,,,,,,
Colombia,Paula Cubillos,Programa Páramos y Bosques de USAID - USAID Páramos and Forests Program,"The purpose of this activity is to support Colombia in the implementation of its Agriculture, Forestry and Other Land Uses (AFOLU) related climate change mitigation goals, while strengthening community based sustainable development initiatives in the context of a post peace agreement scenario.",Environment and Global Climate Change,541620,$25M - $49.99M,N/A,Contract,N/A,2017,2017-02-28,2016-08-15,5 years,,Combination of Changes,,,,,,,,,,,,
Colombia,German Gutiérrez,Programa de Cambio Climático de USAID - USAID Climate Change Program,"The program will create a platform to support the GOC to implement climate change activities that are connected to national decisions and provide feedback to policy makers and policy making from a bottom-up and top-down approach. Under this program, any assistance given to national, subnational and local authorities should be connected to a policy purpose from a climate change adaptation and mitigation perspective. Efforts should be focused to connect national climate change policies to subnational and local interventions.",Environment and Global Climate Change,541620,$25M - $49.99M,N/A,Contract,TBD,2016,2017-02-28,2016-08-15,5 years,SOL-514-16-000015,Combination of Changes,,,,,,,,,,,,
Democratic Republic of the Congo,Ony Razafindratovo,IHAP - Integrated HIV/AIDS Programs,Provide services to reduce the incidence and prevalence of HIV/AIDS and provide quality care and treatment services.,Global Health,923120,$50M - $74.99M,N/A,Cooperative Agreement,N/A,2016,2017-03-20,2016-07-16,5 years,TBD,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Democratic Republic of the Congo,Ony Razafindratovo,Integrated Health Program in DRC (IHP-DRC),Increasing access to and quality of health services while strengthening the capacity of the health system.,Global Health,923120,$300M - $499.99M,N/A,Contract,N/A,2016,2017-07-17,2016-08-31,7 years,TBD,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Democratic Republic of the Congo,Dany Kopo,Feed the future DRC Kivu Value chains,Feed the future DRC Kivu Value chains will increase household incomes and access to nutrient rich crops by linking small-holder farmers to strengthened and inclusive value chains and supportive market services,Economic Growth and Trade,541990,$25M - $49.99M,N/A,Contract,N/A,2016,2017-09-30,2016-09-30,,TBD,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Democratic Republic of the Congo,Valery Kambo,Sexual and Gender-Based Violence (SGBV) Activity,"The future GBV activity would build upon current activities; it would continue the holistic approach with the four main pillars of: medical response, psycho-social support, legal assistance, and socioeconomic reintegration. In addition, it will be testing Cognitive Psychotherapy in the current activity and plan on continuing those efforts. The new program will include a behavior change communication component to address communities, and specifically men and youth. The program will add restorative justice to complement the formal system and potentially address damages and compensation; engaging local researchers and institutions in data collection and analysis. The program geography may include up to 10 health zones and will respect the Transition Objective 3 priority zones.",Gender Equality and Women's Empowerment,921190,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2017-09-30,2016-12-01,5 years,,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Democratic Republic of the Congo,,Community Protection and Recovery in Areas Affected by the Lord?s Resistance Army,"Develop non-lethal community protection systems using a combination of information communications technology, community protection committees, and early warning systems. Assist in the recovery of communities and individuals affected by armed groups through trauma healing, psycho-social support, and social cohesion.","Democracy, Human Rights, and Governance",,$10M - $24.99M,,Cooperative Agreement,N/A,2017,2017-10-02,2017-04-03,,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
East Africa,Francis Kavulu,Financial Services Volunteer Corps,"The purpose is to support the overarching goal of advancing financial sector integration among the East African Community Partner States and assist in advancing the EAC Secretariat?s mission to integrate East African financial markets, promote reform elements crucial to sustainable economic growth and development, including transparency, financial inclusion and economic justice.",Economic Growth and Trade,,$1M - $3.99M,,Cooperative Agreement,N/A,2016,2016-09-01,2016-08-31,1 year,,,,,,,,,,,,,,
East Africa,Francis Kavulu,RIGO Strengthening,Regional Intergovernmental Organization (RIGO) System Strengthening will provide organizational capacity development assistance to selected RIGO partners of USAID/KEA in greater East Africa.,Economic Growth and Trade,,$10M - $24.99M,N/A,Contract,N/A,2017,2017-03-01,2016-09-01,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
East Timor,Suthicha Chussananalin,Private Sector Development Project for Tourism in Timor Leste,"The goal of this project is to sustainably and inclusively develop and expand Timor-Leste?s tourism sector. The activity will improve private sector competitiveness in the country?s tourism sector through environment-friendly use of natural resources and developing price competitive venues and destinations, thereby facilitating inclusive job-creation for the rapidly growing population.",Economic Growth and Trade,541990,$4M - $9.99M,N/A,Contract,N/A,2017,2016-12-26,2016-08-05,5 years,TBD,Combination of Changes,,,,,,,,,,,,
Egypt,Nevine Hindy,STEM Teacher Preparation Program,"In September 2011, the Egyptian Ministry of Education (MOE) introduced advanced Science, Technology, Engineering, and Mathematics (STEM) education, as part of its formal secondary education system, targeting gifted students who have the desire and aptitude to pursue specialized and advanced levels of science and mathematics to progress on to higher education. To-date, the MOE established nine STEM schools and is planning to establish eighteen more schools by school year 2018/2019. The planned expansion of STEM education in Egypt has already created demand for highly qualified and skilled STEM teachers who have a solid command of English language and demonstrated understanding of STEM concepts. To satisfy the needs of STEM education, USAID/Egypt is planning to fund the implementation of a STEM Teacher Preparation program, which aims at: 1. Providing pre-service teacher candidates with deep content knowledge and the ability to continually refine their STEM pedagogical skills; and 2. Supporting teachers already within the Ministry of Education?s system as they transition from teaching through traditional lecture to project-based and inquiry-based pedagogy. The program will support the expansion and sustainability of STEM education by preparing candidate teachers to deliver STEM curricula, adopt evolving STEM teaching methodologies, and engage in research and innovation, in addition to strengthening STEM in-service professional development programs. Pre-service and in-service teacher education institutions will institutionalize the development and dissemination of new STEM knowledge. USAID/Egypt recognizes that STEM teacher education requires systemic reform that will involve higher education institutions, the Ministries of Education and Higher Education, and STEM schools. Further, excellence in STEM learning involves linking professors, teachers, and students to the global knowledge economy in order to remain relevant in the ever-evolving area of science, technology, engineering and mathematics.",Education,,$25M - $49.99M,N/A,To Be Determined (TBD),N/A,2016,2017-05-01,2016-10-01,5 years,TBD,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Egypt,Nevine Hindy,The Literate Village (formally Adult Literacy),Program Goal - All women and primary school aged children in targeted villages possess the necessary literacy skills for continuous learning and self-improvement. Results: Quality of reading instruction for rural primary school aged children increased; and rural mothers' ability to contribute to their children's primary education increased.,Education,,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2017-02-28,2016-10-01,3 years,,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Egypt,Nihal Montasser,Governance Decentralization & Local Administration,Improved service delivery for new governance decentralization and local administration systems in Egypt.,"Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Contract,N/A,2017,2017-04-17,2017-01-16,5 years,,Change in Award Type,,,,,,,,,,,,
El Salvador,Blanca de Ibarra,Local Governance Project under IDIQ Making Cities Work,"The purpose of this activity is to increase trust in governance in El Salvador by supporting increased decentralization and strengthening the ability of municipalities to plan, pay for, and deliver effective, responsive services in a participatory and accountable manner. The activity will provide targeted, customized, sustainable, and mutually-reinforcing technical assistance to counterparts and partners at the national and municipal levels to support increased decentralization and improve local governance.","Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2017,2017-02-28,2016-09-30,5 years,TBD,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Ethiopia,Tigist Yifru,Feed the Future - Livelihood for Resilience Activity,Support and enhance livelihood opportunities of chronically food insecure households.,Agriculture and Food Security,,$50M - $74.99M,N/A,Cooperative Agreement,N/A,2016,2016-11-30,2016-05-24,5 years,RFA-663-16-000008,Change in Anticipated Solicitation Date,,,,,,,,,,,,
